Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol]
15.735,221.1,452.73,211.49
15.736,221.11,452.82,211.45
15.737,221.12,452.92,211.41
15.738,221.12,453.03,211.38
15.739,221.13,453.15,211.34
15.74,221.14,453.27,211.3
15.741,221.15,453.38,211.27
15.742,221.16,453.49,211.23
15.743,221.17,453.6,211.19
15.744,221.18,453.69,211.15
15.745,221.19,453.78,211.12
15.746,221.2,453.86,211.08
15.747,221.21,453.92,211.04
15.748,221.22,453.97,211.0
15.749,221.23,454.02,210.96
15.75,221.24,454.08,210.93
15.751,221.25,454.16,210.89
15.752,221.26,454.25,210.85
15.753,221.27,454.35,210.81
15.754,221.28,454.44,210.77
15.755,221.29,454.5,210.74
15.756,221.3,454.52,210.7
15.757,221.31,454.49,210.66
15.758,221.32,454.42,210.62
15.759,221.33,454.31,210.58
15.76,221.34,454.18,210.54
15.761,221.35,454.04,210.5
15.762,221.36,453.91,210.46
15.763,221.37,453.8,210.43
15.764,221.38,453.72,210.39
15.765,221.39,453.66,210.35
15.766,221.4,453.62,210.31
15.767,221.41,453.59,210.27
15.768,221.42,453.54,210.23
15.769,221.43,453.48,210.2
15.77,221.44,453.38,210.16
15.771,221.45,453.25,210.12
15.772,221.46,453.09,210.08
15.773,221.47,452.91,210.05
15.774,221.48,452.72,210.01
15.775,221.49,452.53,209.97
15.776,221.5,452.36,209.94
15.777,221.51,452.2,209.9
15.778,221.52,452.06,209.87
15.779,221.53,451.93,209.83
15.78,221.54,451.82,209.8
15.781,221.55,451.71,209.76
15.782,221.56,451.6,209.73
15.783,221.57,451.49,209.69
15.784,221.58,451.38,209.66
15.785,221.59,451.28,209.63
15.786,221.6,451.18,209.59
15.787,221.61,451.09,209.56
15.788,221.62,451.01,209.53
15.789,221.63,450.94,209.5
15.79,221.64,450.88,209.46
15.791,221.65,450.84,209.43
15.792,221.66,450.83,209.4
15.793,221.67,450.84,209.37
15.794,221.68,450.89,209.34
15.795,221.69,450.96,209.31
15.796,221.7,451.04,209.28
15.797,221.71,451.13,209.25
15.798,221.72,451.21,209.22
15.799,221.73,451.28,209.19
15.8,221.74,451.33,209.16
15.801,221.75,451.38,209.14
15.802,221.76,451.41,209.11
15.803,221.77,451.42,209.08
15.804,221.78,451.41,209.05
15.805,221.79,451.4,209.03
15.806,221.8,451.37,209.0
15.807,221.81,451.32,208.97
15.808,221.82,451.27,208.95
15.809,221.83,451.2,208.92
15.81,221.84,451.11,208.9
15.811,221.85,451.01,208.87
15.812,221.86,450.9,208.85
15.813,221.86,450.79,208.83
15.814,221.87,450.68,208.8
15.815,221.88,450.56,208.78
15.816,221.89,450.44,208.76
15.817,221.9,450.29,208.73
15.818,221.91,450.12,208.71
15.819,221.92,449.92,208.69
15.82,221.93,449.69,208.67
15.821,221.94,449.44,208.65
15.822,221.95,449.17,208.63
15.823,221.96,448.91,208.61
15.824,221.97,448.67,208.59
15.825,221.98,448.47,208.57
15.826,221.99,448.3,208.55
15.827,222.0,448.17,208.53
15.828,222.01,448.07,208.51
15.829,222.01,447.99,208.49
15.83,222.02,447.91,208.47
15.831,222.03,447.84,208.46
15.832,222.04,447.76,208.44
15.833,222.05,447.68,208.42
15.834,222.06,447.6,208.41
15.835,222.07,447.53,208.39
15.836,222.08,447.48,208.38
15.837,222.08,447.45,208.36
15.838,222.09,447.44,208.34
15.839,222.1,447.43,208.33
15.84,222.11,447.42,208.32
15.841,222.12,447.39,208.3
15.842,222.13,447.32,208.29
15.843,222.13,447.2,208.27
15.844,222.14,447.04,208.26
15.845,222.15,446.83,208.25
15.846,222.16,446.59,208.24
15.847,222.17,446.33,208.22
15.848,222.18,446.06,208.21
15.849,222.18,445.79,208.2
15.85,222.19,445.54,208.19
15.851,222.2,445.31,208.18
15.852,222.21,445.11,208.17
15.853,222.21,444.94,208.15
15.854,222.22,444.8,208.14
15.855,222.23,444.7,208.13
15.856,222.24,444.61,208.12
15.857,222.24,444.56,208.11
15.858,222.25,444.52,208.1
15.859,222.26,444.51,208.09
15.86,222.27,444.51,208.08
15.861,222.27,444.51,208.07
15.862,222.28,444.51,208.07
15.863,222.29,444.51,208.06
15.864,222.29,444.51,208.05
15.865,222.3,444.51,208.04
15.866,222.31,444.52,208.03
15.867,222.31,444.52,208.02
15.868,222.32,444.52,208.01
15.869,222.32,444.51,208.0
15.87,222.33,444.49,207.99
15.871,222.34,444.47,207.98
15.872,222.34,444.44,207.98
15.873,222.35,444.4,207.97
15.874,222.36,444.35,207.96
15.875,222.36,444.3,207.95
15.876,222.37,444.25,207.94
15.877,222.37,444.2,207.93
15.878,222.38,444.13,207.92
15.879,222.38,444.05,207.91
15.88,222.39,443.94,207.9
15.881,222.39,443.81,207.89
15.882,222.4,443.67,207.88
15.883,222.4,443.52,207.87
15.884,222.41,443.4,207.86
15.885,222.41,443.29,207.85
15.886,222.42,443.22,207.84
15.887,222.42,443.17,207.83
15.888,222.43,443.14,207.82
15.889,222.43,443.12,207.81
15.89,222.43,443.09,207.8
15.891,222.44,443.05,207.79
15.892,222.44,442.99,207.78
15.893,222.45,442.93,207.77
15.894,222.45,442.86,207.75
15.895,222.45,442.81,207.74
15.896,222.46,442.78,207.73
15.897,222.46,442.77,207.72
15.898,222.46,442.8,207.71
15.899,222.47,442.86,207.69
15.9,222.47,442.95,207.68
15.901,222.47,443.05,207.67
15.902,222.47,443.17,207.66
15.903,222.48,443.3,207.64
15.904,222.48,443.43,207.63
15.905,222.48,443.55,207.62
15.906,222.48,443.66,207.6
15.907,222.49,443.74,207.59
15.908,222.49,443.82,207.58
15.909,222.49,443.88,207.56
15.91,222.49,443.95,207.55
15.911,222.49,444.02,207.53
15.912,222.49,444.12,207.52
15.913,222.49,444.24,207.5
15.914,222.49,444.39,207.49
15.915,222.49,444.56,207.48
15.916,222.49,444.73,207.46
15.917,222.49,444.89,207.45
15.918,222.49,445.05,207.43
15.919,222.49,445.19,207.41
15.92,222.49,445.32,207.4
15.921,222.49,445.44,207.38
15.922,222.49,445.56,207.37
15.923,222.49,445.67,207.35
15.924,222.49,445.77,207.33
15.925,222.49,445.87,207.32
15.926,222.49,445.97,207.3
15.927,222.49,446.05,207.28
15.928,222.49,446.11,207.27
15.929,222.48,446.16,207.25
15.93,222.48,446.18,207.23
15.931,222.48,446.18,207.22
15.932,222.48,446.16,207.2
15.933,222.47,446.13,207.18
15.934,222.47,446.11,207.16
15.935,222.47,446.1,207.14
15.936,222.46,446.11,207.13
15.937,222.46,446.16,207.11
15.938,222.46,446.25,207.09
15.939,222.45,446.38,207.07
15.94,222.45,446.54,207.05
15.941,222.44,446.72,207.03
15.942,222.44,446.91,207.01
15.943,222.43,447.1,206.99
15.944,222.43,447.28,206.98
15.945,222.42,447.44,206.96
15.946,222.42,447.58,206.94
15.947,222.41,447.69,206.92
15.948,222.4,447.77,206.9
15.949,222.4,447.84,206.88
15.95,222.39,447.9,206.86
15.951,222.38,447.95,206.83
15.952,222.38,448.0,206.81
15.953,222.37,448.06,206.79
15.954,222.36,448.13,206.77
15.955,222.35,448.21,206.75
15.956,222.35,448.3,206.73
15.957,222.34,448.42,206.71
15.958,222.33,448.58,206.69
15.959,222.32,448.78,206.66
15.96,222.31,449.03,206.64
15.961,222.3,449.33,206.62
15.962,222.29,449.68,206.6
15.963,222.28,450.06,206.58
15.964,222.27,450.48,206.55
15.965,222.26,450.92,206.53
15.966,222.25,451.36,206.51
15.967,222.24,451.79,206.49
15.968,222.23,452.18,206.46
15.969,222.22,452.54,206.44
15.97,222.21,452.87,206.42
15.971,222.19,453.16,206.4
15.972,222.18,453.44,206.38
15.973,222.17,453.7,206.35
15.974,222.16,453.95,206.33
15.975,222.14,454.18,206.31
15.976,222.13,454.39,206.29
15.977,222.11,454.56,206.26
15.978,222.1,454.71,206.24
15.979,222.09,454.84,206.22
15.98,222.07,454.98,206.2
15.981,222.06,455.14,206.18
15.982,222.04,455.32,206.16
15.983,222.03,455.52,206.14
15.984,222.01,455.73,206.11
15.985,221.99,455.93,206.09
15.986,221.98,456.11,206.07
15.987,221.96,456.27,206.05
15.988,221.94,456.42,206.03
15.989,221.92,456.56,206.01
15.99,221.91,456.71,205.99
15.991,221.89,456.87,205.97
15.992,221.87,457.05,205.95
15.993,221.85,457.24,205.93
15.994,221.83,457.45,205.91
15.995,221.81,457.65,205.89
15.996,221.79,457.84,205.87
15.997,221.77,458.03,205.85
15.998,221.75,458.21,205.83
15.999,221.73,458.4,205.81
16.0,221.71,458.59,205.79
16.001,221.69,458.78,205.77
16.002,221.67,458.98,205.75
16.003,221.64,459.17,205.73
16.004,221.62,459.34,205.71
16.005,221.6,459.5,205.69
16.006,221.57,459.65,205.67
16.007,221.55,459.79,205.65
16.008,221.53,459.91,205.63
16.009,221.5,460.04,205.61
16.01,221.48,460.16,205.59
16.011,221.45,460.3,205.57
16.012,221.42,460.44,205.55
16.013,221.4,460.61,205.53
16.014,221.37,460.83,205.51
16.015,221.35,461.11,205.5
16.016,221.32,461.45,205.48
16.017,221.29,461.83,205.46
16.018,221.26,462.24,205.44
16.019,221.23,462.65,205.42
16.02,221.2,463.01,205.4
16.021,221.18,463.32,205.39
16.022,221.15,463.57,205.37
16.023,221.12,463.76,205.35
16.024,221.09,463.91,205.33
16.025,221.05,464.04,205.31
16.026,221.02,464.15,205.29
16.027,220.99,464.27,205.28
16.028,220.96,464.4,205.26
16.029,220.93,464.54,205.24
16.03,220.89,464.72,205.22
16.031,220.86,464.92,205.21
16.032,220.83,465.17,205.19
16.033,220.79,465.45,205.17
16.034,220.76,465.75,205.15
16.035,220.72,466.06,205.14
16.036,220.69,466.34,205.12
16.037,220.65,466.59,205.1
16.038,220.62,466.8,205.09
16.039,220.58,466.97,205.07
16.04,220.54,467.13,205.05
16.041,220.5,467.28,205.03
16.042,220.47,467.44,205.02
16.043,220.43,467.63,205.0
16.044,220.39,467.83,204.98
16.045,220.35,468.07,204.97
16.046,220.31,468.33,204.95
16.047,220.27,468.63,204.94
16.048,220.23,468.94,204.92
16.049,220.19,469.26,204.9
16.05,220.15,469.59,204.89
16.051,220.11,469.91,204.87
16.052,220.07,470.2,204.85
16.053,220.02,470.47,204.84
16.054,219.98,470.71,204.82
16.055,219.94,470.93,204.81
16.056,219.9,471.13,204.79
16.057,219.85,471.34,204.77
16.058,219.81,471.55,204.76
16.059,219.77,471.78,204.74
16.06,219.72,472.01,204.73
16.061,219.68,472.24,204.71
16.062,219.63,472.45,204.7
16.063,219.59,472.65,204.68
16.064,219.54,472.82,204.67
16.065,219.49,472.96,204.65
16.066,219.45,473.07,204.64
16.067,219.4,473.13,204.62
16.068,219.35,473.13,204.61
16.069,219.31,473.07,204.59
16.07,219.26,472.96,204.58
16.071,219.21,472.81,204.56
16.072,219.16,472.69,204.55
16.073,219.11,472.63,204.53
16.074,219.07,472.68,204.52
16.075,219.02,472.88,204.5
16.076,218.97,473.23,204.49
16.077,218.92,473.72,204.47
16.078,218.87,474.3,204.46
16.079,218.82,474.91,204.45
16.08,218.77,475.48,204.43
16.081,218.71,475.96,204.42
16.082,218.66,476.32,204.4
16.083,218.61,476.54,204.39
16.084,218.56,476.62,204.37
16.085,218.51,476.58,204.36
16.086,218.46,476.42,204.35
16.087,218.4,476.18,204.33
16.088,218.35,475.86,204.32
16.089,218.3,475.49,204.31
16.09,218.24,475.09,204.29
16.091,218.19,474.68,204.28
16.092,218.14,474.28,204.26
16.093,218.08,473.92,204.25
16.094,218.03,473.59,204.24
16.095,217.98,473.31,204.22
16.096,217.92,473.08,204.21
16.097,217.87,472.86,204.2
16.098,217.81,472.64,204.18
16.099,217.76,472.38,204.17
16.1,217.7,472.04,204.16
16.101,217.65,471.61,204.14
16.102,217.59,471.08,204.13
16.103,217.54,470.44,204.12
16.104,217.48,469.71,204.11
16.105,217.43,468.92,204.09
16.106,217.37,468.11,204.08
16.107,217.32,467.29,204.07
16.108,217.26,466.47,204.06
16.109,217.2,465.64,204.04
16.11,217.15,464.78,204.03
16.111,217.09,463.9,204.02
16.112,217.04,462.99,204.01
16.113,216.98,462.1,203.99
16.114,216.92,461.27,203.98
16.115,216.87,460.52,203.97
16.116,216.81,459.83,203.96
16.117,216.75,459.18,203.94
16.118,216.7,458.5,203.93
16.119,216.64,457.77,203.92
16.12,216.59,456.94,203.91
16.121,216.53,456.01,203.9
16.122,216.47,454.98,203.88
16.123,216.42,453.91,203.87
16.124,216.36,452.84,203.86
16.125,216.3,451.84,203.85
16.126,216.25,450.93,203.84
16.127,216.19,450.15,203.82
16.128,216.14,449.49,203.81
16.129,216.08,448.93,203.8
16.13,216.02,448.43,203.79
16.131,215.97,447.96,203.78
16.132,215.91,447.49,203.77
16.133,215.86,447.0,203.76
16.134,215.8,446.49,203.74
16.135,215.75,445.95,203.73
16.136,215.69,445.38,203.72
16.137,215.64,444.79,203.71
16.138,215.58,444.17,203.7
16.139,215.53,443.52,203.69
16.14,215.47,442.87,203.68
16.141,215.42,442.2,203.67
16.142,215.36,441.54,203.66
16.143,215.31,440.9,203.64
16.144,215.26,440.28,203.63
16.145,215.2,439.71,203.62
16.146,215.15,439.19,203.61
16.147,215.1,438.73,203.6
16.148,215.04,438.34,203.59
16.149,214.99,438.01,203.58
16.15,214.94,437.74,203.57
16.151,214.89,437.5,203.56
16.152,214.83,437.28,203.55
16.153,214.78,437.08,203.54
16.154,214.73,436.9,203.53
16.155,214.68,436.75,203.52
16.156,214.63,436.63,203.51
16.157,214.57,436.56,203.5
16.158,214.52,436.52,203.49
16.159,214.47,436.5,203.48
16.16,214.42,436.51,203.47
16.161,214.37,436.51,203.46
16.162,214.32,436.5,203.45
16.163,214.27,436.45,203.44
16.164,214.22,436.37,203.43
16.165,214.17,436.25,203.42
16.166,214.13,436.1,203.41
16.167,214.08,435.95,203.4
16.168,214.03,435.8,203.39
16.169,213.98,435.67,203.38
16.17,213.93,435.56,203.37
16.171,213.88,435.46,203.36
16.172,213.84,435.35,203.35
16.173,213.79,435.21,203.34
16.174,213.74,435.04,203.33
16.175,213.7,434.82,203.32
16.176,213.65,434.54,203.31
16.177,213.6,434.23,203.3
16.178,213.56,433.9,203.29
16.179,213.51,433.57,203.28
16.18,213.47,433.28,203.27
16.181,213.42,433.05,203.26
16.182,213.38,432.89,203.25
16.183,213.33,432.82,203.24
16.184,213.29,432.83,203.24
16.185,213.25,432.92,203.23
16.186,213.2,433.09,203.22
16.187,213.16,433.32,203.21
16.188,213.12,433.59,203.2
16.189,213.07,433.87,203.19
16.19,213.03,434.13,203.18
16.191,212.99,434.35,203.17
16.192,212.95,434.5,203.16
16.193,212.9,434.57,203.15
16.194,212.86,434.56,203.15
16.195,212.82,434.49,203.14
16.196,212.78,434.38,203.13
16.197,212.74,434.24,203.12
16.198,212.7,434.1,203.11
16.199,212.66,433.96,203.1
16.2,212.62,433.84,203.09
16.201,212.58,433.74,203.08
16.202,212.54,433.67,203.08
16.203,212.5,433.62,203.07
16.204,212.47,433.59,203.06
16.205,212.43,433.57,203.05
16.206,212.39,433.56,203.04
16.207,212.35,433.57,203.03
16.208,212.31,433.62,203.03
16.209,212.28,433.72,203.02
16.21,212.24,433.87,203.01
16.211,212.2,434.06,203.0
16.212,212.17,434.29,202.99
16.213,212.13,434.52,202.98
16.214,212.1,434.74,202.98
16.215,212.06,434.91,202.97
16.216,212.03,435.03,202.96
16.217,211.99,435.08,202.95
16.218,211.96,435.09,202.94
16.219,211.92,435.07,202.94
16.22,211.89,435.06,202.93
16.221,211.86,435.1,202.92
16.222,211.82,435.22,202.91
16.223,211.79,435.41,202.9
16.224,211.76,435.69,202.9
16.225,211.72,436.04,202.89
16.226,211.69,436.43,202.88
16.227,211.66,436.84,202.87
16.228,211.63,437.23,202.87
16.229,211.6,437.6,202.86
16.23,211.57,437.91,202.85
16.231,211.54,438.19,202.84
16.232,211.51,438.43,202.84
16.233,211.48,438.65,202.83
16.234,211.45,438.87,202.82
16.235,211.42,439.1,202.81
16.236,211.39,439.33,202.81
16.237,211.36,439.56,202.8
16.238,211.33,439.78,202.79
16.239,211.3,439.99,202.78
16.24,211.27,440.18,202.78
16.241,211.24,440.37,202.77
16.242,211.22,440.57,202.76
16.243,211.19,440.79,202.75
16.244,211.16,441.03,202.75
16.245,211.14,441.3,202.74
16.246,211.11,441.57,202.73
16.247,211.08,441.85,202.73
16.248,211.06,442.13,202.72
16.249,211.03,442.38,202.71
16.25,211.01,442.62,202.7
16.251,210.98,442.84,202.7
16.252,210.96,443.02,202.69
16.253,210.93,443.18,202.68
16.254,210.91,443.3,202.68
16.255,210.88,443.39,202.67
16.256,210.86,443.45,202.66
16.257,210.83,443.48,202.66
16.258,210.81,443.48,202.65
16.259,210.79,443.47,202.64
16.26,210.76,443.46,202.64
16.261,210.74,443.46,202.63
16.262,210.72,443.47,202.62
16.263,210.7,443.48,202.62
16.264,210.67,443.49,202.61
16.265,210.65,443.5,202.6
16.266,210.63,443.5,202.6
16.267,210.61,443.48,202.59
16.268,210.59,443.44,202.58
16.269,210.57,443.4,202.58
16.27,210.54,443.34,202.57
16.271,210.52,443.26,202.56
16.272,210.5,443.18,202.56
16.273,210.48,443.1,202.55
16.274,210.46,443.02,202.55
16.275,210.44,442.95,202.54
16.276,210.42,442.9,202.53
16.277,210.4,442.87,202.53
16.278,210.38,442.88,202.52
16.279,210.36,442.9,202.51
16.28,210.34,442.93,202.51
16.281,210.32,442.97,202.5
16.282,210.3,443.01,202.5
16.283,210.28,443.04,202.49
16.284,210.26,443.06,202.48
16.285,210.24,443.06,202.48
16.286,210.22,443.04,202.47
16.287,210.2,443.0,202.47
16.288,210.18,442.93,202.46
16.289,210.17,442.83,202.45
16.29,210.15,442.72,202.45
16.291,210.13,442.6,202.44
16.292,210.11,442.46,202.44
16.293,210.09,442.3,202.43
16.294,210.07,442.13,202.43
16.295,210.05,441.93,202.42
16.296,210.03,441.71,202.41
16.297,210.01,441.47,202.41
16.298,210.0,441.22,202.4
16.299,209.98,440.97,202.4
16.3,209.96,440.75,202.39
16.301,209.94,440.55,202.39
16.302,209.92,440.39,202.38
16.303,209.9,440.28,202.38
16.304,209.88,440.21,202.37
16.305,209.87,440.2,202.36
16.306,209.85,440.24,202.36
16.307,209.83,440.31,202.35
16.308,209.81,440.42,202.35
16.309,209.79,440.56,202.34
16.31,209.77,440.72,202.34
16.311,209.75,440.89,202.33
16.312,209.74,441.06,202.33
16.313,209.72,441.21,202.32
16.314,209.7,441.31,202.32
16.315,209.68,441.37,202.31
16.316,209.66,441.38,202.31
16.317,209.64,441.33,202.3
16.318,209.62,441.24,202.3
16.319,209.6,441.12,202.29
16.32,209.58,441.0,202.28
16.321,209.56,440.87,202.28
16.322,209.55,440.75,202.27
16.323,209.53,440.64,202.27
16.324,209.51,440.55,202.26
16.325,209.49,440.46,202.26
16.326,209.47,440.38,202.25
16.327,209.45,440.3,202.25
16.328,209.43,440.23,202.24
16.329,209.41,440.15,202.24
16.33,209.39,440.08,202.24
16.331,209.37,439.99,202.23
16.332,209.35,439.88,202.23
16.333,209.33,439.73,202.22
16.334,209.31,439.56,202.22
16.335,209.29,439.37,202.21
16.336,209.27,439.18,202.21
16.337,209.25,439.02,202.2
16.338,209.23,438.89,202.2
16.339,209.21,438.8,202.19
16.34,209.19,438.74,202.19
16.341,209.17,438.7,202.18
16.342,209.15,438.66,202.18
16.343,209.13,438.61,202.17
16.344,209.11,438.54,202.17
16.345,209.09,438.44,202.16
16.346,209.07,438.32,202.16
16.347,209.05,438.17,202.16
16.348,209.03,438.01,202.15
16.349,209.01,437.84,202.15
16.35,208.99,437.66,202.14
16.351,208.97,437.49,202.14
16.352,208.95,437.33,202.13
16.353,208.93,437.18,202.13
16.354,208.91,437.07,202.13
16.355,208.89,436.97,202.12
16.356,208.87,436.89,202.12
16.357,208.85,436.82,202.11
16.358,208.83,436.74,202.11
16.359,208.81,436.63,202.1
16.36,208.79,436.49,202.1
16.361,208.77,436.32,202.1
16.362,208.75,436.11,202.09
16.363,208.73,435.87,202.09
16.364,208.71,435.62,202.08
16.365,208.69,435.38,202.08
16.366,208.67,435.16,202.08
16.367,208.65,434.97,202.07
16.368,208.63,434.8,202.07
16.369,208.62,434.64,202.06
16.37,208.6,434.45,202.06
16.371,208.58,434.22,202.06
16.372,208.56,433.92,202.05
16.373,208.54,433.56,202.05
16.374,208.52,433.16,202.04
16.375,208.51,432.74,202.04
16.376,208.49,432.34,202.04
16.377,208.47,431.96,202.03
16.378,208.45,431.63,202.03
16.379,208.43,431.34,202.02
16.38,208.42,431.11,202.02
16.381,208.4,430.91,202.02
16.382,208.38,430.73,202.01
16.383,208.37,430.55,202.01
16.384,208.35,430.37,202.01
16.385,208.33,430.18,202.0
16.386,208.32,429.98,202.0
16.387,208.3,429.79,201.99
16.388,208.28,429.61,201.99
16.389,208.27,429.45,201.99
16.39,208.25,429.32,201.98
16.391,208.23,429.24,201.98
16.392,208.22,429.2,201.98
16.393,208.2,429.2,201.97
16.394,208.19,429.24,201.97
16.395,208.17,429.31,201.97
16.396,208.16,429.39,201.96
16.397,208.14,429.45,201.96
16.398,208.12,429.49,201.96
16.399,208.11,429.49,201.95
16.4,208.1,429.45,201.95
16.401,208.08,429.39,201.95
16.402,208.07,429.33,201.94
16.403,208.05,429.28,201.94
16.404,208.04,429.27,201.94
16.405,208.02,429.29,201.93
16.406,208.01,429.35,201.93
16.407,207.99,429.43,201.93
16.408,207.98,429.51,201.92
16.409,207.97,429.56,201.92
16.41,207.95,429.57,201.92
16.411,207.94,429.52,201.91
16.412,207.93,429.39,201.91
16.413,207.91,429.21,201.91
16.414,207.9,428.98,201.9
16.415,207.89,428.75,201.9
16.416,207.87,428.52,201.9
16.417,207.86,428.33,201.89
16.418,207.85,428.18,201.89
16.419,207.84,428.07,201.89
16.42,207.82,428.01,201.89
16.421,207.81,428.0,201.88
16.422,207.8,428.02,201.88
16.423,207.79,428.06,201.88
16.424,207.78,428.12,201.87
16.425,207.76,428.18,201.87
16.426,207.75,428.23,201.87
16.427,207.74,428.27,201.86
16.428,207.73,428.3,201.86
16.429,207.72,428.3,201.86
16.43,207.71,428.29,201.86
16.431,207.69,428.25,201.85
16.432,207.68,428.2,201.85
16.433,207.67,428.14,201.85
16.434,207.66,428.06,201.85
16.435,207.65,427.98,201.84
16.436,207.64,427.89,201.84
16.437,207.63,427.79,201.84
16.438,207.62,427.69,201.83
16.439,207.61,427.58,201.83
16.44,207.6,427.46,201.83
16.441,207.59,427.36,201.83
16.442,207.58,427.27,201.82
16.443,207.57,427.22,201.82
16.444,207.56,427.2,201.82
16.445,207.55,427.22,201.82
16.446,207.54,427.28,201.81
16.447,207.53,427.37,201.81
16.448,207.52,427.46,201.81
16.449,207.51,427.55,201.81
16.45,207.5,427.61,201.8
16.451,207.49,427.64,201.8
16.452,207.48,427.65,201.8
16.453,207.47,427.64,201.8
16.454,207.46,427.63,201.79
16.455,207.45,427.64,201.79
16.456,207.44,427.69,201.79
16.457,207.43,427.77,201.79
16.458,207.42,427.9,201.78
16.459,207.41,428.06,201.78
16.46,207.4,428.25,201.78
16.461,207.39,428.43,201.78
16.462,207.39,428.6,201.77
16.463,207.38,428.73,201.77
16.464,207.37,428.8,201.77
16.465,207.36,428.81,201.77
16.466,207.35,428.77,201.77
16.467,207.34,428.7,201.76
16.468,207.33,428.61,201.76
16.469,207.32,428.53,201.76
16.47,207.31,428.45,201.76
16.471,207.31,428.41,201.75
16.472,207.3,428.39,201.75
16.473,207.29,428.4,201.75
16.474,207.28,428.44,201.75
16.475,207.27,428.49,201.75
16.476,207.26,428.53,201.74
16.477,207.25,428.54,201.74
16.478,207.24,428.52,201.74
16.479,207.24,428.46,201.74
16.48,207.23,428.37,201.74
16.481,207.22,428.25,201.73
16.482,207.21,428.12,201.73
16.483,207.2,427.98,201.73
16.484,207.19,427.85,201.73
16.485,207.18,427.74,201.73
16.486,207.17,427.64,201.72
16.487,207.17,427.56,201.72
16.488,207.16,427.5,201.72
16.489,207.15,427.45,201.72
16.49,207.14,427.41,201.72
16.491,207.13,427.36,201.72
16.492,207.12,427.29,201.71
16.493,207.11,427.23,201.71
